Transaction ID,Date,id,Gender_x,Age_x,Product Category,Quantity,Price per Unit,Total Amount,Age_y,Gender_y,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Last_Purchase_Days_Ago,Email_Opt_In,Promotion_Response,Target_Churn,_merge
551,7/14/2023,551,Male,45,Electronics,3,300,900,45,Male,127.92,9999.49,1,17,415.19,4,3,2,9,FALSE,Responded,TRUE,both
552,12/13/2023,552,Female,49,Electronics,3,25,75,61,Female,97.43,2771.9,13,19,209.98,9,4,5,163,TRUE,Ignored,TRUE,both
553,3/31/2023,553,Male,24,Clothing,4,300,1200,48,Male,183.64,3087.51,9,2,50.28,5,4,1,349,TRUE,Responded,TRUE,both
554,11/12/2023,554,Female,46,Beauty,3,50,150,27,Male,53.72,1733.39,1,16,497.57,4,1,4,167,TRUE,Responded,FALSE,both
555,10/19/2023,555,Male,25,Beauty,1,300,300,37,Male,145.59,4631.08,1,33,482.43,9,2,2,128,TRUE,Responded,FALSE,both
556,6/4/2023,556,Female,18,Electronics,1,50,50,25,Other,194.67,8671.85,11,79,239.17,3,3,4,361,TRUE,Ignored,FALSE,both
557,7/27/2023,557,Female,20,Beauty,3,30,90,39,Female,51.55,7044.91,12,74,415.96,2,3,3,357,FALSE,Unsubscribed,FALSE,both
558,10/8/2023,558,Female,41,Clothing,1,25,25,55,Other,56.35,8478.68,5,7,243.91,1,3,2,27,FALSE,Unsubscribed,TRUE,both
559,1/1/2023,559,Female,40,Clothing,4,300,1200,46,Female,144.87,2361.97,19,68,463.81,5,0,2,143,TRUE,Responded,FALSE,both
560,6/5/2023,560,Female,25,Electronics,1,50,50,26,Other,160.25,7331.52,18,71,206.03,3,3,5,316,FALSE,Unsubscribed,FALSE,both
561,5/27/2023,561,Female,64,Clothing,4,500,2000,61,Female,108.3,9193.41,7,80,440.54,5,1,3,161,FALSE,Ignored,TRUE,both
562,4/18/2023,562,Male,54,Electronics,2,25,50,64,Female,129.74,2886.02,19,94,16.34,7,4,1,52,TRUE,Unsubscribed,FALSE,both
563,8/9/2023,563,Male,20,Clothing,2,30,60,18,Male,58.28,6937.47,16,86,177.24,3,1,2,232,TRUE,Responded,FALSE,both
564,10/24/2023,564,Male,50,Electronics,2,50,100,58,Other,105.79,4066.51,10,52,312.07,8,0,1,101,TRUE,Unsubscribed,TRUE,both
565,11/7/2023,565,Female,45,Beauty,2,30,60,69,Other,40.17,2973.24,8,75,428.87,5,0,3,213,TRUE,Responded,TRUE,both
566,12/2/2023,566,Female,64,Clothing,1,30,30,56,Female,77.86,9699.27,3,59,53.46,7,1,3,186,FALSE,Ignored,TRUE,both
567,6/14/2023,567,Female,25,Clothing,3,300,900,43,Other,71.26,3551.47,1,78,46.59,8,2,4,4,TRUE,Unsubscribed,TRUE,both
568,8/27/2023,568,Female,51,Electronics,1,300,300,28,Female,100.03,1167.71,18,92,396.06,3,2,1,125,FALSE,Ignored,FALSE,both
569,8/15/2023,569,Male,52,Electronics,4,50,200,69,Female,187.42,3947.03,7,27,287.39,9,0,1,288,TRUE,Ignored,TRUE,both
570,8/15/2023,570,Male,49,Clothing,1,500,500,52,Male,52.63,4532.02,13,27,74.64,5,2,5,143,TRUE,Unsubscribed,FALSE,both
571,12/12/2023,571,Female,41,Electronics,1,50,50,41,Female,92.25,7546.89,15,69,243.92,5,1,3,258,TRUE,Unsubscribed,TRUE,both
572,4/20/2023,572,Male,31,Clothing,4,500,2000,50,Other,130.81,9504.15,15,60,110.27,4,0,3,33,FALSE,Responded,TRUE,both
573,9/19/2023,573,Male,49,Beauty,2,30,60,37,Male,190.38,8188.86,8,30,378.18,3,3,3,247,FALSE,Ignored,FALSE,both
574,8/31/2023,574,Female,63,Electronics,2,25,50,44,Female,43.97,9316.32,10,49,409.65,8,2,3,114,TRUE,Ignored,FALSE,both
575,3/28/2023,575,Male,60,Clothing,2,50,100,32,Male,185.22,4803.1,8,93,225.91,9,2,5,140,TRUE,Unsubscribed,FALSE,both
576,12/4/2023,576,Female,33,Beauty,3,50,150,50,Male,34.59,7221.23,14,62,484.25,8,1,4,306,TRUE,Unsubscribed,TRUE,both
577,2/13/2023,577,Male,21,Beauty,4,500,2000,69,Female,106.53,3159.59,2,61,321.34,0,1,3,323,FALSE,Unsubscribed,FALSE,both
578,5/26/2023,578,Female,54,Clothing,4,30,120,24,Other,101.83,788.91,4,16,137.23,4,1,2,262,TRUE,Responded,FALSE,both
579,9/21/2023,579,Female,38,Electronics,1,30,30,51,Female,57.73,3718.19,3,92,42.31,2,2,4,144,TRUE,Ignored,FALSE,both
580,12/6/2023,580,Female,31,Clothing,3,500,1500,62,Female,82.54,7009.36,8,41,351.68,5,2,5,24,FALSE,Unsubscribed,TRUE,both
581,11/21/2023,581,Female,48,Beauty,2,30,60,68,Female,101.75,2818.76,3,33,299.1,9,0,4,307,TRUE,Unsubscribed,TRUE,both
582,11/14/2023,582,Male,35,Clothing,3,300,900,63,Female,175.74,8627.92,8,46,178.15,2,2,4,271,TRUE,Unsubscribed,TRUE,both
583,6/21/2023,583,Female,24,Electronics,4,25,100,59,Female,191.91,7928.65,4,15,371.87,5,0,5,235,FALSE,Ignored,TRUE,both
584,2/17/2023,584,Female,27,Beauty,4,50,200,22,Other,113.41,2021.02,1,69,28.98,1,1,2,320,TRUE,Responded,TRUE,both
585,5/1/2023,585,Female,24,Clothing,1,25,25,47,Male,176.62,3375.28,5,90,427.62,9,3,3,149,FALSE,Responded,FALSE,both
586,12/11/2023,586,Male,50,Electronics,1,50,50,45,Other,129.47,8270.5,12,97,103.42,8,2,2,105,TRUE,Responded,TRUE,both
587,6/8/2023,587,Female,40,Beauty,4,300,1200,35,Female,82.84,2514.98,16,13,26.23,8,1,3,255,FALSE,Responded,TRUE,both
588,4/26/2023,588,Male,38,Electronics,2,30,60,53,Male,54.95,3382.86,10,45,447.04,3,3,5,52,TRUE,Unsubscribed,FALSE,both
589,4/12/2023,589,Female,36,Beauty,2,500,1000,20,Male,94.36,3496.36,7,60,312.78,6,1,1,21,FALSE,Responded,TRUE,both
590,3/17/2023,590,Male,36,Clothing,3,300,900,38,Male,114.11,8030.32,6,43,70.97,2,3,5,223,TRUE,Unsubscribed,FALSE,both
591,1/13/2023,591,Male,53,Electronics,4,25,100,63,Other,28,466.6,2,64,317.52,5,2,4,317,FALSE,Unsubscribed,TRUE,both
592,1/24/2023,592,Female,46,Beauty,4,500,2000,33,Other,46.25,830.49,6,53,445.63,8,1,3,52,FALSE,Ignored,TRUE,both
593,5/6/2023,593,Male,35,Electronics,2,30,60,54,Other,128.03,5826.67,17,14,296.68,2,2,5,322,TRUE,Ignored,TRUE,both
594,9/1/2023,594,Female,19,Electronics,2,300,600,59,Female,60.5,4031.41,13,53,378.02,5,0,2,215,FALSE,Ignored,FALSE,both
595,11/9/2023,595,Female,18,Clothing,4,500,2000,22,Other,170.72,6365.56,15,51,448.87,0,1,1,185,TRUE,Unsubscribed,FALSE,both
596,2/7/2023,596,Female,64,Electronics,1,300,300,67,Other,78.85,2737.97,9,51,458.89,7,3,2,294,TRUE,Responded,FALSE,both
597,8/22/2023,597,Male,22,Beauty,4,300,1200,68,Other,38.87,9104.87,12,70,79.83,0,1,2,277,FALSE,Unsubscribed,FALSE,both
598,8/1/2023,598,Male,37,Beauty,4,30,120,31,Male,35.04,7633.32,15,88,379.8,8,4,4,251,TRUE,Ignored,FALSE,both
599,11/19/2023,599,Female,28,Beauty,2,50,100,48,Male,188.68,770.69,3,95,430.53,9,4,3,305,FALSE,Unsubscribed,FALSE,both
600,10/22/2023,600,Female,59,Beauty,2,500,1000,63,Female,41.24,7860.66,17,93,491.72,2,0,3,237,FALSE,Ignored,TRUE,both
601,4/10/2023,601,Male,19,Clothing,1,30,30,41,Male,45.36,9698.87,12,55,433.35,4,1,5,298,TRUE,Ignored,FALSE,both
602,12/23/2023,602,Female,20,Electronics,1,300,300,52,Female,175.28,9430.11,5,86,344.63,1,1,4,75,FALSE,Ignored,FALSE,both
603,7/16/2023,603,Female,40,Clothing,3,30,90,53,Male,65.77,7381.29,19,84,144.56,0,3,5,229,TRUE,Ignored,FALSE,both
604,9/11/2023,604,Female,29,Electronics,4,50,200,27,Female,139.87,1323.58,7,89,162.61,1,3,3,228,TRUE,Unsubscribed,TRUE,both
605,7/24/2023,605,Male,37,Electronics,2,500,1000,44,Female,167.01,5803.16,2,48,397.19,9,3,4,171,FALSE,Ignored,TRUE,both
606,5/5/2023,606,Male,22,Electronics,1,50,50,44,Male,129.29,2913.9,5,88,213.04,9,1,3,15,FALSE,Responded,TRUE,both
607,3/17/2023,607,Male,54,Clothing,3,25,75,40,Male,192.35,9705.11,8,46,426.4,4,1,4,287,FALSE,Ignored,FALSE,both
608,12/2/2023,608,Female,55,Electronics,3,500,1500,30,Other,147.6,7203.11,8,63,240.74,1,4,1,176,FALSE,Ignored,TRUE,both
609,12/19/2023,609,Female,47,Clothing,2,50,100,33,Other,40.3,6146.58,17,11,336.2,8,2,1,193,FALSE,Ignored,FALSE,both
610,1/3/2023,610,Female,26,Beauty,2,300,600,52,Female,120.51,6981.37,3,95,478.25,8,3,3,355,FALSE,Responded,TRUE,both
611,2/24/2023,611,Male,51,Beauty,3,500,1500,44,Female,149.27,4435.99,13,97,114.02,9,2,4,6,TRUE,Unsubscribed,FALSE,both
612,8/6/2023,612,Female,61,Electronics,1,500,500,69,Female,164.35,3790.09,6,86,151.36,2,2,5,315,TRUE,Ignored,FALSE,both
613,4/23/2023,613,Female,52,Clothing,3,30,90,56,Male,24.74,9364.42,13,55,230.46,1,0,1,180,TRUE,Unsubscribed,TRUE,both
614,4/1/2023,614,Female,39,Beauty,4,300,1200,64,Male,149.4,3386.08,14,95,395.17,6,1,5,207,FALSE,Responded,FALSE,both
615,12/23/2023,615,Female,61,Clothing,4,25,100,34,Other,168.62,510.22,17,7,411.83,2,1,1,225,FALSE,Unsubscribed,TRUE,both
616,9/23/2023,616,Male,41,Clothing,2,50,100,65,Male,154.43,4068.32,7,26,411.11,5,4,3,257,FALSE,Ignored,FALSE,both
617,8/26/2023,617,Male,34,Electronics,1,30,30,58,Female,112.22,7924.37,16,6,170.63,3,1,5,68,FALSE,Responded,FALSE,both
618,1/26/2023,618,Female,27,Beauty,1,50,50,18,Other,102.44,6519.84,1,56,53.4,1,0,4,77,TRUE,Ignored,FALSE,both
619,10/13/2023,619,Male,47,Electronics,4,25,100,28,Male,118.9,9625.49,18,96,82.88,7,1,1,90,FALSE,Unsubscribed,FALSE,both
620,5/8/2023,620,Male,63,Electronics,3,25,75,29,Female,146.84,1151.4,5,48,86.17,9,3,4,160,TRUE,Responded,FALSE,both
621,3/4/2023,621,Female,40,Beauty,2,500,1000,31,Male,186.12,9124.31,14,28,338.83,8,3,2,260,TRUE,Unsubscribed,FALSE,both
622,8/22/2023,622,Female,49,Beauty,3,25,75,25,Male,131.07,3751.61,1,90,283.56,1,4,5,236,FALSE,Ignored,TRUE,both
623,3/10/2023,623,Male,34,Clothing,3,50,150,48,Male,179.81,4792.63,14,34,98.7,9,3,1,328,FALSE,Responded,FALSE,both
624,8/26/2023,624,Female,34,Beauty,3,300,900,24,Female,146.23,4341.97,5,92,230.9,9,0,4,349,TRUE,Ignored,TRUE,both
625,12/8/2023,625,Male,31,Clothing,1,300,300,63,Female,32.3,1252.88,4,17,259.13,0,1,3,142,FALSE,Unsubscribed,FALSE,both
626,9/29/2023,626,Female,26,Clothing,4,500,2000,48,Male,110.15,2553.18,4,17,391.19,2,2,2,176,TRUE,Unsubscribed,FALSE,both
627,10/14/2023,627,Male,57,Clothing,1,50,50,33,Female,71.57,7448.49,3,80,295.46,0,1,2,14,FALSE,Unsubscribed,TRUE,both
628,11/1/2023,628,Female,19,Beauty,4,50,200,59,Male,71.33,327.77,18,95,194.82,0,0,4,143,TRUE,Responded,TRUE,both
629,6/12/2023,629,Male,62,Electronics,2,25,50,56,Other,84.07,1425.49,13,35,475.21,1,1,5,219,FALSE,Unsubscribed,FALSE,both
630,8/15/2023,630,Male,42,Clothing,2,50,100,61,Female,76.65,349.58,4,60,256.26,9,1,3,189,FALSE,Ignored,FALSE,both
631,11/10/2023,631,Male,56,Electronics,3,30,90,36,Male,124.15,8588.14,9,70,432.16,5,3,4,151,TRUE,Unsubscribed,FALSE,both
632,9/16/2023,632,Female,26,Electronics,4,25,100,25,Male,143.05,6211.52,2,73,226.42,4,0,4,111,TRUE,Unsubscribed,TRUE,both
633,8/7/2023,633,Male,39,Beauty,4,30,120,46,Male,68.37,1782.29,16,17,17.33,5,3,4,156,FALSE,Responded,TRUE,both
634,10/8/2023,634,Male,60,Electronics,4,500,2000,19,Other,43.36,7710.85,10,52,305.05,4,4,4,241,FALSE,Ignored,FALSE,both
635,8/17/2023,635,Female,63,Electronics,3,300,900,59,Female,30.59,9671.33,9,93,403.19,9,4,4,320,TRUE,Responded,FALSE,both
636,3/23/2023,636,Female,21,Beauty,3,500,1500,20,Male,123.64,9352.15,11,6,149.09,2,0,4,29,TRUE,Responded,FALSE,both
637,9/1/2023,637,Male,43,Clothing,2,300,600,68,Male,53.5,9223.32,13,1,356.11,5,0,3,17,FALSE,Responded,TRUE,both
638,8/19/2023,638,Male,46,Electronics,1,500,500,46,Male,21.66,177.32,13,84,237.1,4,4,3,54,FALSE,Unsubscribed,FALSE,both
639,5/13/2023,639,Female,62,Beauty,4,50,200,32,Female,187,5931.23,4,24,183.48,6,2,4,116,TRUE,Unsubscribed,FALSE,both
640,5/7/2023,640,Female,51,Electronics,4,30,120,55,Other,116.69,2640.66,13,31,39.46,4,4,3,150,FALSE,Unsubscribed,TRUE,both
641,11/23/2023,641,Female,40,Electronics,1,300,300,45,Other,36.64,5690.01,9,39,184.28,1,1,1,91,TRUE,Responded,TRUE,both
642,5/22/2023,642,Female,54,Clothing,4,25,100,54,Male,171.73,3248.5,10,41,406.3,9,4,1,106,TRUE,Ignored,FALSE,both
643,9/24/2023,643,Female,28,Electronics,3,30,90,49,Male,196.98,1621.3,1,99,399.93,8,4,2,172,TRUE,Unsubscribed,FALSE,both
644,9/6/2023,644,Male,23,Beauty,3,25,75,47,Female,100.75,4500.49,7,82,422.73,6,3,1,192,FALSE,Ignored,TRUE,both
645,11/17/2023,645,Female,35,Electronics,4,30,120,68,Male,27.65,5001.45,9,16,401.46,6,0,2,333,FALSE,Responded,TRUE,both
646,5/3/2023,646,Male,38,Clothing,3,30,90,64,Other,41.16,9898.68,5,75,385.69,7,3,3,63,FALSE,Unsubscribed,TRUE,both
647,5/21/2023,647,Male,59,Clothing,3,500,1500,47,Female,88.7,519.64,7,19,418.46,6,3,4,86,FALSE,Responded,TRUE,both
648,8/14/2023,648,Male,53,Beauty,4,300,1200,68,Female,179.39,3081.44,13,28,411.62,0,3,4,163,TRUE,Unsubscribed,TRUE,both
649,2/9/2023,649,Female,58,Clothing,2,300,600,51,Male,46.65,8533.75,8,52,118.28,4,1,1,135,TRUE,Responded,TRUE,both
650,1/1/2024,650,Male,55,Electronics,1,30,30,30,Other,168.32,6630.99,4,43,356.56,3,0,3,341,TRUE,Ignored,TRUE,both
651,5/27/2023,651,Male,51,Clothing,3,50,150,50,Female,22.7,8284.16,11,79,498.26,7,4,5,57,TRUE,Ignored,TRUE,both
652,5/1/2023,652,Female,34,Beauty,2,50,100,59,Female,102.33,6636.88,18,48,81.1,9,1,4,294,TRUE,Unsubscribed,FALSE,both
653,5/20/2023,653,Male,54,Clothing,3,25,75,34,Male,135.99,7619.41,18,82,370.36,9,3,3,272,TRUE,Ignored,FALSE,both
654,6/21/2023,654,Male,42,Clothing,3,25,75,20,Other,30.87,4979.93,18,42,461.86,2,1,4,271,TRUE,Ignored,TRUE,both
655,6/13/2023,655,Female,55,Clothing,1,500,500,26,Other,130.66,2128.29,15,4,329.35,9,1,1,355,FALSE,Unsubscribed,TRUE,both
656,10/4/2023,656,Male,29,Beauty,3,30,90,69,Female,189.99,8119.04,10,26,177.58,6,3,5,282,TRUE,Responded,FALSE,both
657,2/11/2023,657,Male,40,Clothing,1,25,25,28,Other,48.85,5721.42,13,89,339.34,0,3,4,106,FALSE,Unsubscribed,FALSE,both
658,3/12/2023,658,Male,59,Clothing,1,25,25,66,Male,151.33,1481.1,13,96,464.61,2,1,3,142,FALSE,Ignored,TRUE,both
659,3/19/2023,659,Female,39,Electronics,1,30,30,44,Male,129.64,8068.45,5,88,468.32,6,1,2,187,TRUE,Ignored,FALSE,both
660,4/29/2023,660,Female,38,Beauty,2,500,1000,45,Female,53.32,9590,9,80,434.48,8,0,4,172,FALSE,Responded,FALSE,both
661,7/16/2023,661,Female,44,Clothing,4,25,100,19,Female,21.12,3527.02,10,22,282.69,7,0,2,161,FALSE,Ignored,TRUE,both
662,12/22/2023,662,Male,48,Beauty,2,500,1000,18,Other,21.67,3005.77,4,61,290.2,1,3,3,83,TRUE,Unsubscribed,TRUE,both
663,3/20/2023,663,Male,23,Clothing,4,300,1200,23,Male,115.78,909.57,2,30,480.14,1,3,4,335,TRUE,Unsubscribed,FALSE,both
664,12/28/2023,664,Female,44,Clothing,4,500,2000,42,Other,189.7,6678.46,7,23,334.54,0,1,5,295,FALSE,Ignored,FALSE,both
665,4/20/2023,665,Male,57,Clothing,1,50,50,52,Other,135.97,9593.72,14,25,19.91,1,2,1,319,FALSE,Unsubscribed,FALSE,both
666,2/2/2023,666,Male,51,Electronics,3,50,150,33,Female,148.57,1446.33,13,68,145.74,4,0,1,169,TRUE,Responded,TRUE,both
667,8/1/2023,667,Female,29,Electronics,1,500,500,21,Male,108.9,4903.08,6,10,201.35,1,2,3,223,TRUE,Unsubscribed,FALSE,both
668,7/28/2023,668,Female,62,Electronics,3,50,150,64,Male,124.74,1072.56,1,39,248.53,0,1,5,296,TRUE,Responded,FALSE,both
669,6/19/2023,669,Male,24,Beauty,4,300,1200,55,Other,42.75,437.69,8,65,158.8,3,4,5,1,TRUE,Ignored,FALSE,both
670,10/5/2023,670,Male,27,Beauty,1,30,30,61,Male,177.83,6678.56,7,80,115.07,8,4,1,162,FALSE,Unsubscribed,TRUE,both
671,8/27/2023,671,Male,62,Electronics,3,50,150,37,Male,156.94,8690.1,7,15,358.19,4,4,2,181,TRUE,Unsubscribed,TRUE,both
672,8/1/2023,672,Female,34,Beauty,2,50,100,42,Other,199.68,3441.95,8,70,92.89,9,4,3,217,FALSE,Responded,FALSE,both
673,2/1/2023,673,Female,43,Clothing,3,500,1500,24,Female,73.59,8770.08,19,82,54.64,1,1,5,209,TRUE,Responded,TRUE,both
674,4/16/2023,674,Female,38,Clothing,1,300,300,38,Female,60.86,1258.83,18,59,210.92,4,0,4,265,TRUE,Responded,TRUE,both
675,8/4/2023,675,Female,45,Clothing,2,30,60,24,Female,42.53,2455.81,12,68,407.16,6,0,3,97,FALSE,Unsubscribed,FALSE,both
676,7/19/2023,676,Male,63,Electronics,3,500,1500,46,Other,193.56,9025.91,18,84,382.53,4,2,1,194,TRUE,Ignored,TRUE,both
677,10/27/2023,677,Female,19,Beauty,3,500,1500,69,Male,160.56,5134.25,6,83,125.83,2,3,4,273,TRUE,Ignored,TRUE,both
678,12/23/2023,678,Female,60,Electronics,3,300,900,24,Other,49.94,6121.1,19,50,140.78,7,4,3,350,FALSE,Responded,FALSE,both
679,1/11/2023,679,Female,18,Beauty,3,30,90,20,Other,119.48,476.38,18,2,493.7,4,0,3,264,TRUE,Unsubscribed,FALSE,both
680,10/22/2023,680,Female,53,Clothing,3,300,900,46,Female,94.48,1371.06,10,8,46.4,2,1,2,94,TRUE,Responded,FALSE,both
681,7/14/2023,681,Female,43,Electronics,2,30,60,46,Male,47.27,652.33,13,9,48.54,5,3,4,166,TRUE,Responded,TRUE,both
682,9/2/2023,682,Male,46,Beauty,4,300,1200,56,Female,49.17,9059.51,18,32,54.42,9,2,1,130,TRUE,Ignored,FALSE,both
683,1/4/2023,683,Male,38,Beauty,2,500,1000,55,Male,193.42,1434.47,5,15,168.65,2,2,3,177,TRUE,Ignored,TRUE,both
684,6/30/2023,684,Female,28,Clothing,2,500,1000,23,Male,74.89,8511.76,1,79,384.28,9,0,2,313,FALSE,Responded,TRUE,both
685,6/2/2023,685,Male,57,Electronics,2,25,50,63,Female,189.46,3575.24,4,21,446.44,6,1,1,170,FALSE,Unsubscribed,TRUE,both
686,7/19/2023,686,Female,28,Electronics,4,50,200,27,Female,33.61,8025.92,13,19,466.88,5,1,4,111,TRUE,Responded,TRUE,both
687,8/3/2023,687,Female,53,Electronics,1,300,300,54,Other,102.94,3713.93,16,36,133.68,8,0,1,360,FALSE,Unsubscribed,TRUE,both
688,10/3/2023,688,Male,56,Clothing,4,25,100,31,Male,43.33,2750.07,6,45,235.49,8,0,4,17,TRUE,Unsubscribed,TRUE,both
689,10/7/2023,689,Male,57,Electronics,2,50,100,39,Male,20.86,1027.24,8,32,55.82,7,0,1,299,FALSE,Responded,FALSE,both
690,11/5/2023,690,Female,52,Clothing,3,300,900,49,Male,119.68,2879,15,66,282.55,8,0,4,186,TRUE,Responded,TRUE,both
691,4/23/2023,691,Female,51,Clothing,3,30,90,35,Male,40.5,4767.65,6,91,13.2,8,1,3,126,TRUE,Responded,TRUE,both
692,9/7/2023,692,Female,64,Clothing,2,50,100,53,Male,149.96,8193.34,18,25,235.22,0,1,4,165,TRUE,Unsubscribed,FALSE,both
693,4/23/2023,693,Male,41,Beauty,3,500,1500,63,Other,145.66,4579.9,19,39,490.4,1,0,1,283,FALSE,Responded,TRUE,both
694,5/20/2023,694,Female,39,Electronics,2,25,50,69,Male,51.74,9717.21,19,42,78.81,9,1,5,289,FALSE,Unsubscribed,FALSE,both
695,8/12/2023,695,Female,22,Electronics,3,50,150,26,Other,189.51,5462.17,18,96,113.27,9,2,1,21,TRUE,Unsubscribed,TRUE,both
696,9/6/2023,696,Female,50,Clothing,4,50,200,43,Female,149.79,346.96,2,57,146.05,7,1,1,171,FALSE,Unsubscribed,FALSE,both
697,1/15/2023,697,Male,53,Clothing,1,500,500,39,Other,73.63,4212.14,11,76,434.73,8,1,1,190,TRUE,Unsubscribed,FALSE,both
698,7/19/2023,698,Female,64,Electronics,1,300,300,63,Other,147.66,6920.1,18,60,446.1,5,3,5,138,TRUE,Ignored,FALSE,both
699,6/22/2023,699,Female,37,Clothing,4,30,120,55,Other,151.75,2419.49,10,36,473.19,2,1,1,275,TRUE,Unsubscribed,FALSE,both
700,12/9/2023,700,Male,36,Electronics,4,500,2000,40,Female,81.6,7016.44,5,76,131.72,8,0,1,338,FALSE,Responded,TRUE,both
701,12/14/2023,701,Female,52,Beauty,2,30,60,34,Male,87.61,5086.6,9,48,232.21,8,0,3,119,FALSE,Responded,TRUE,both
702,7/27/2023,702,Female,60,Clothing,2,300,600,43,Other,84.64,354.8,19,50,197.18,7,0,2,20,TRUE,Responded,FALSE,both
703,3/26/2023,703,Male,34,Electronics,2,50,100,64,Female,130.99,7766.09,6,30,301.97,3,4,5,191,FALSE,Unsubscribed,TRUE,both
704,8/28/2023,704,Female,62,Clothing,3,30,90,55,Other,182.07,5647.7,8,51,155.02,6,1,5,282,TRUE,Responded,TRUE,both
705,3/7/2023,705,Male,60,Electronics,2,25,50,19,Other,51.17,916.69,2,11,416.22,0,3,1,140,FALSE,Unsubscribed,TRUE,both
706,11/15/2023,706,Male,51,Electronics,4,25,100,23,Female,177.54,4804.62,18,43,454.01,5,0,5,292,FALSE,Responded,FALSE,both
707,10/1/2023,707,Female,26,Clothing,1,500,500,24,Other,24.98,2944.2,16,27,450.99,0,0,5,357,TRUE,Unsubscribed,TRUE,both
708,1/14/2023,708,Female,43,Beauty,3,300,900,30,Other,138.86,8808.85,8,76,138.96,9,4,4,180,TRUE,Ignored,TRUE,both
709,7/21/2023,709,Female,19,Electronics,2,500,1000,44,Male,94.6,2920.78,17,58,247.4,1,2,2,285,TRUE,Ignored,TRUE,both
710,10/31/2023,710,Female,26,Electronics,3,500,1500,28,Female,162.43,9422.7,18,72,273.55,8,4,5,227,TRUE,Ignored,TRUE,both
711,10/16/2023,711,Male,26,Electronics,3,500,1500,32,Other,149.82,5506.71,7,97,485.26,3,0,2,95,TRUE,Unsubscribed,TRUE,both
712,12/6/2023,712,Female,57,Beauty,2,25,50,26,Female,106.42,3303.78,9,92,224.58,6,0,5,93,FALSE,Ignored,TRUE,both
713,1/14/2023,713,Male,34,Beauty,3,25,75,25,Female,135.9,8154.1,7,8,44.21,9,1,3,326,TRUE,Ignored,TRUE,both
714,2/12/2023,714,Female,18,Clothing,1,500,500,63,Male,110.32,7004.26,3,56,325.27,4,2,2,88,TRUE,Ignored,FALSE,both
715,11/26/2023,715,Female,42,Beauty,4,25,100,23,Male,166.07,4198.23,6,85,95.49,0,0,4,347,FALSE,Responded,FALSE,both
716,8/8/2023,716,Female,60,Clothing,4,300,1200,65,Male,105.7,6333.22,5,18,188.94,3,3,5,277,TRUE,Unsubscribed,FALSE,both
717,3/11/2023,717,Male,57,Clothing,1,500,500,60,Other,114.17,7807.98,3,75,263.86,3,0,1,67,FALSE,Unsubscribed,TRUE,both
718,8/25/2023,718,Female,59,Beauty,3,25,75,21,Other,65.09,8530.42,14,93,481.76,5,4,5,17,FALSE,Responded,TRUE,both
719,4/4/2023,719,Female,42,Clothing,2,30,60,28,Other,128.91,8182.49,18,71,88.23,6,4,5,244,FALSE,Unsubscribed,FALSE,both
720,1/26/2023,720,Female,56,Beauty,3,500,1500,68,Other,74.52,1744.16,7,57,427.42,0,1,5,348,TRUE,Responded,FALSE,both
721,5/14/2023,721,Female,52,Clothing,1,500,500,45,Other,123.91,8301.06,11,29,19.2,5,0,2,54,TRUE,Unsubscribed,TRUE,both
722,7/14/2023,722,Male,20,Beauty,3,300,900,43,Other,50.54,680.43,14,17,33.47,4,0,5,200,TRUE,Unsubscribed,TRUE,both
723,6/17/2023,723,Female,54,Beauty,4,50,200,21,Female,48.7,2081.69,16,62,244.94,9,1,2,228,TRUE,Responded,FALSE,both
724,4/19/2023,724,Male,61,Clothing,3,50,150,32,Female,95.07,6266.97,16,69,290.46,0,0,4,166,TRUE,Unsubscribed,FALSE,both
725,8/21/2023,725,Male,61,Electronics,1,300,300,36,Male,96.83,1235.46,4,70,102.61,2,2,3,39,FALSE,Unsubscribed,TRUE,both
726,6/17/2023,726,Male,47,Clothing,4,300,1200,23,Other,68.26,6073.14,16,89,100.67,4,1,3,139,TRUE,Responded,TRUE,both
727,6/22/2023,727,Male,55,Beauty,3,300,900,22,Female,43.69,3148.86,8,45,362.66,5,1,3,35,TRUE,Unsubscribed,TRUE,both
728,7/14/2023,728,Male,51,Electronics,3,50,150,35,Male,27.06,4351.72,9,55,161.13,1,2,5,341,FALSE,Ignored,FALSE,both
729,5/23/2023,729,Male,29,Clothing,4,300,1200,23,Male,24.54,3220,5,33,358.03,0,3,2,271,FALSE,Responded,FALSE,both
730,8/4/2023,730,Female,36,Clothing,2,25,50,48,Male,68.88,794.72,18,77,263.57,7,0,3,31,FALSE,Ignored,TRUE,both
731,5/10/2023,731,Male,54,Clothing,4,500,2000,42,Male,103.13,5057.51,13,56,189.8,6,0,4,55,FALSE,Unsubscribed,TRUE,both
732,2/11/2023,732,Male,61,Electronics,2,500,1000,21,Female,150.72,9639.63,15,66,32.43,3,3,3,90,FALSE,Ignored,FALSE,both
733,8/29/2023,733,Male,34,Beauty,1,30,30,23,Female,105.48,6156.66,10,13,486.53,8,4,5,167,TRUE,Ignored,FALSE,both
734,1/10/2023,734,Female,27,Clothing,1,30,30,58,Female,182.73,3070.32,5,26,196.21,1,1,1,225,FALSE,Unsubscribed,TRUE,both
